dataset_id,graph_valid,joint_types,manufacturer,max_chain_depth,metadata_matched,n_actuated_joints,n_collision_mesh_refs,n_graph_roots,n_joints,n_links,n_links_with_mesh_visual,n_links_with_visual,n_primitive_visuals,n_resolved_visual_mesh_refs,n_visual_mesh_refs,name,nonfixed_visual_coverage,parse_error,parse_ok,qc_grade,relative_path,resolution_methods,resolved_visual_meshes,robot_xml_name,source,source_link,type,urdf_path,variant,visual_mesh_resolution_rate,xacro_generated,grade_rank,original_rank,native_rank,entity_id,n_available_records,available_sources,eligible_entity,manual_exclusion_reason,loaded_meshes,failed_meshes,mesh_load_errors,feature_ok,total_faces,total_vertices,total_surface_area,watertight_mesh_fraction,total_mesh_bodies,normal_entropy,dihedral_q90_deg,sharp_edge_rate_15deg,sharp_edge_rate_30deg,preliminary_complexity_score,complexity_stratum
180,True,"{""fixed"": 3, ""revolute"": 6}",Fanuc,8.0,True,6.0,7.0,1.0,9.0,10.0,7.0,7.0,0.0,7.0,7.0,CRX-10iA/L,1.0,,True,A,ros-industrial\xacro_generated\fanuc\fanuc_crx10ia_support\urdf\crx10ial.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_crx10ia_support\\meshes\\crx10ial\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_crx10ia_support\\meshes\\crx10ial\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_crx10ia_support\\meshes\\crx10ial\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_crx10ia_support\\meshes\\crx10ial\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_crx10ia_support\\meshes\\crx10ial\\visual\\link_4.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_crx10ia_support\\meshes\\crx10ial\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_crx10ia_support\\meshes\\crx10ial\\visual\\link_6.stl""]",fanuc_crx10ial,ros-industrial,https://github.com/ros-industrial/fanuc_experimental/tree/faf8a758f7b25ae7b31ee836933102bd066dc528/fanuc_crx10ia_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\fanuc\fanuc_crx10ia_support\urdf\crx10ial.urdf,original,1.0,True,2,1,0,arm-98c28568ba,1,"[""ros-industrial""]",True,,7.0,0.0,[],True,24482.0,12255.0,1.21033291325063,1.0,7.0,0.7127761089687686,12.035629515771063,0.05169242290225037,0.037941984217080955,-0.8173933104750963,low
195,True,"{""fixed"": 3, ""revolute"": 6}",Fanuc,8.0,True,6.0,7.0,1.0,9.0,10.0,7.0,7.0,0.0,7.0,7.0,LR Mate 200i,1.0,,True,A,ros-industrial\xacro_generated\fanuc\fanuc_lrmate200i_support\urdf\lrmate200i.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200i_support\\meshes\\lrmate200i\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200i_support\\meshes\\lrmate200i\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200i_support\\meshes\\lrmate200i\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200i_support\\meshes\\lrmate200i\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200i_support\\meshes\\lrmate200i\\visual\\link_4.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200i_support\\meshes\\lrmate200i\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200i_support\\meshes\\lrmate200i\\visual\\link_6.stl""]",fanuc_lrmate200i,ros-industrial,https://github.com/ros-industrial/fanuc/tree/74d7d441311590d3950b03da9a1a86409332c2e8/fanuc_lrmate200i_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\fanuc\fanuc_lrmate200i_support\urdf\lrmate200i.urdf,original,1.0,True,2,1,0,arm-cf88bb5d3f,1,"[""ros-industrial""]",True,,7.0,0.0,[],True,4277.0,2153.0,1.2984336332382465,0.8571428571428571,7.0,0.6550304228843288,33.90430349313342,0.17232775094453928,0.08119554330972902,-0.6568939283121049,low
12,True,"{""fixed"": 3, ""revolute"": 6}",Fanuc,7.0,True,6.0,7.0,1.0,9.0,10.0,7.0,7.0,0.0,7.0,7.0,LR Mate 200iB,1.0,,True,A,matlab\fanuc_lrmate200ib_support\urdf\fanucLRMate200ib.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\link_4.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\link_6.stl""]",fanuc_lrmate200ib,matlab,https://se.mathworks.com/matlabcentral/fileexchange/98714-robotics-system-toolbox-robot-library-data,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\fanuc_lrmate200ib_support\urdf\fanucLRMate200ib.urdf,original,1.0,False,2,1,1,arm-fa86494fa0,2,"[""matlab"", ""ros-industrial""]",True,,7.0,0.0,[],True,25209.0,12619.0,1.174121839528274,0.8571428571428571,7.0,0.7441632560928252,19.93666085486438,0.08754067632663291,0.05537038380927254,-0.5619494758891458,low
182,True,"{""fixed"": 3, ""revolute"": 6}",Fanuc,8.0,True,6.0,7.0,1.0,9.0,10.0,7.0,7.0,0.0,7.0,7.0,LR Mate 200iB/3L,1.0,,True,A,ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ib_support\urdf\lrmate200ib3l.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib3l\\visual\\link_4.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ib_support\\meshes\\lrmate200ib\\visual\\link_6.stl""]",fanuc_lrmate200ib3l,ros-industrial,https://github.com/ros-industrial/fanuc/tree/74d7d441311590d3950b03da9a1a86409332c2e8/fanuc_lrmate200ib_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ib_support\urdf\lrmate200ib3l.urdf,original,1.0,True,2,1,0,arm-4c7b408826,1,"[""ros-industrial""]",True,,7.0,0.0,[],True,25109.0,12569.0,1.2486809094177684,0.8571428571428571,7.0,0.7493818306721377,19.293242195931523,0.08559697226556602,0.05132976601961964,-0.5491101151069614,low
183,True,"{""fixed"": 3, ""revolute"": 6}",Fanuc,8.0,True,6.0,7.0,1.0,9.0,10.0,7.0,7.0,0.0,7.0,7.0,LR Mate 200iC,1.0,,True,A,ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ic_support\urdf\lrmate200ic.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_4.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_6.stl""]",fanuc_lrmate200ic,ros-industrial,https://github.com/ros-industrial/fanuc/tree/74d7d441311590d3950b03da9a1a86409332c2e8/fanuc_lrmate200ic_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ic_support\urdf\lrmate200ic.urdf,original,1.0,True,2,1,0,arm-cb42051aad,1,"[""ros-industrial""]",True,,7.0,0.0,[],True,20341.0,10191.0,0.963548111852158,0.2857142857142857,7.0,0.7148893099852968,7.70903923936091,0.01714406344379189,0.014080051683027468,-0.9084975809373473,low
184,True,"{""fixed"": 3, ""revolute"": 5}",Fanuc,7.0,True,5.0,6.0,1.0,8.0,9.0,6.0,6.0,0.0,6.0,6.0,LR Mate 200iC/5F,1.0,,True,A,ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ic_support\urdf\lrmate200ic5f.urdf,"{""ancestor_suffix"": 6}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic5h\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_6.stl""]",fanuc_lrmate200ic5f,ros-industrial,https://github.com/ros-industrial/fanuc/tree/74d7d441311590d3950b03da9a1a86409332c2e8/fanuc_lrmate200ic_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ic_support\urdf\lrmate200ic5f.urdf,original,1.0,True,2,1,0,arm-de1be0b74e,1,"[""ros-industrial""]",True,,6.0,0.0,[],True,13046.0,6542.0,0.9607944539017429,0.3333333333333333,6.0,0.709944754759579,9.32508825883944,0.03434667570944887,0.01398382745636627,-0.8827927662176868,low
185,True,"{""fixed"": 3, ""revolute"": 5}",Fanuc,7.0,True,5.0,6.0,1.0,8.0,9.0,6.0,6.0,0.0,6.0,6.0,LR Mate 200iC/5H,1.0,,True,A,ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ic_support\urdf\lrmate200ic5h.urdf,"{""ancestor_suffix"": 6}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic5h\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_6.stl""]",fanuc_lrmate200ic5h,ros-industrial,https://github.com/ros-industrial/fanuc/tree/74d7d441311590d3950b03da9a1a86409332c2e8/fanuc_lrmate200ic_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ic_support\urdf\lrmate200ic5h.urdf,original,1.0,True,2,1,0,arm-53f9b9bc6b,1,"[""ros-industrial""]",True,,6.0,0.0,[],True,13046.0,6542.0,0.9607944539017429,0.3333333333333333,6.0,0.709944754759579,9.32508825883944,0.03434667570944887,0.01398382745636627,-0.8827927662176868,low
186,True,"{""fixed"": 3, ""revolute"": 5}",Fanuc,7.0,True,5.0,6.0,1.0,8.0,9.0,6.0,6.0,0.0,6.0,6.0,LR Mate 200iC/5HS,1.0,,True,A,ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ic_support\urdf\lrmate200ic5hs.urdf,"{""ancestor_suffix"": 6}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic5h\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_6.stl""]",fanuc_lrmate200ic5hs,ros-industrial,https://github.com/ros-industrial/fanuc/tree/74d7d441311590d3950b03da9a1a86409332c2e8/fanuc_lrmate200ic_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ic_support\urdf\lrmate200ic5hs.urdf,original,1.0,True,2,1,0,arm-63ba00c5ba,1,"[""ros-industrial""]",True,,6.0,0.0,[],True,13046.0,6542.0,0.9607944539017429,0.3333333333333333,6.0,0.709944754759579,9.32508825883944,0.03434667570944887,0.01398382745636627,-0.8827927662176868,low
187,True,"{""fixed"": 3, ""revolute"": 6}",Fanuc,8.0,True,6.0,7.0,1.0,9.0,10.0,7.0,7.0,0.0,7.0,7.0,LR Mate 200iC/5L,1.0,,True,A,ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ic_support\urdf\lrmate200ic5l.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic5l\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic5l\\visual\\link_4.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_6.stl""]",fanuc_lrmate200ic5l,ros-industrial,https://github.com/ros-industrial/fanuc/tree/74d7d441311590d3950b03da9a1a86409332c2e8/fanuc_lrmate200ic_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ic_support\urdf\lrmate200ic5l.urdf,original,1.0,True,2,1,0,arm-697cb5dd8b,1,"[""ros-industrial""]",True,,7.0,0.0,[],True,12600.0,6318.0,1.059391117982654,0.5714285714285714,7.0,0.7054096753088566,10.932013454119382,0.04688202976700034,0.014968605765203648,-0.8648340871064616,low
188,True,"{""fixed"": 3, ""revolute"": 6}",Fanuc,8.0,True,6.0,7.0,1.0,9.0,10.0,7.0,7.0,0.0,7.0,7.0,LR Mate 200iD,1.0,,True,A,ros-industrial\xacro_generated\fanuc\fanuc_lrmate200id_support\urdf\lrmate200id.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id\\visual\\link_4.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id\\visual\\link_6.stl""]",fanuc_lrmate200id,ros-industrial,https://github.com/ros-industrial/fanuc/tree/74d7d441311590d3950b03da9a1a86409332c2e8/fanuc_lrmate200id_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\fanuc\fanuc_lrmate200id_support\urdf\lrmate200id.urdf,original,1.0,True,2,1,0,arm-927835d1e3,1,"[""ros-industrial""]",True,,7.0,0.0,[],True,25085.0,12564.0,0.9167659411467138,0.5714285714285714,7.0,0.7420010893199003,7.781323051510455,0.017653659496027096,0.013600215603206074,-0.7964677494936366,low
189,True,"{""fixed"": 3, ""revolute"": 6}",Fanuc,8.0,True,6.0,7.0,1.0,9.0,10.0,7.0,7.0,0.0,7.0,7.0,LR Mate 200iD/4S,1.0,,True,A,ros-industrial\xacro_generated\fanuc\fanuc_lrmate200id_support\urdf\lrmate200id4s.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id4s\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id4s\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id4s\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id4s\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id4s\\visual\\link_4.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id4s\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200id_support\\meshes\\lrmate200id4s\\visual\\link_6.stl""]",fanuc_lrmate200id4s,ros-industrial,https://github.com/ros-industrial/fanuc/tree/74d7d441311590d3950b03da9a1a86409332c2e8/fanuc_lrmate200id_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\fanuc\fanuc_lrmate200id_support\urdf\lrmate200id4s.urdf,original,1.0,True,2,1,0,arm-81ab4eaee7,1,"[""ros-industrial""]",True,,7.0,0.0,[],True,14627.0,7331.0,0.7512985032311789,0.5714285714285714,7.0,0.7320576171858175,11.421485327203829,0.014779818699888711,0.011558811328459345,-0.8170905351523271,low
